"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","72,884 
2,092 
657","10,114 
91.1","1,986 
17.9"
"Bavaria","96,420 
3,130 
735","13,758 
104.8","2,772 
21.1"
"Berlin","28,064 
1,040 
765","4,789 
130.5","251 
6.8"
"Brandenburg","6,957 
358 
276","1,015 
40.2","187 
7.4"
"Bremen","4,689 
194 
688","974 
143.0","66 
9.7"
"Hamburg","12,153 
300 
658","1,620 
87.7","283 
15.3"
"Hesse","35,688 
1,488 
568","8,123 
129.2","629 
10.0"
"Mecklenburg-Western 
Pomerania","2,328 
128 
145","503 
31.3","22 
1.4"
"Lower Saxony","32,244 
1,206 
403","4,938 
61.8","735 
9.2"
"North Rhine-Westphalia","117,278 
3,084 
653","21,854 
121.8","2,059 
11.5"
"Rhineland-Palatinate","17,789 
699 
435","3,288 
80.3","276 
6.7"
"Saarland","5,576 
121 
565","956 
96.9","181 
18.3"
"Saxony","14,409 
408 
354","2,783 
68.3","292 
7.2"
"Saxony-Anhalt","4,342 
176 
198","869 
39.6","74 
3.4"
"Schleswig-Holstein","7,218 
276 
249","1,214 
41.8","167 
5.8"
"Thuringia","6,200 
264 
291","1,068 
50.1","203 
9.5"
"Total","464,239 
14,964 
558","77,866 
93.6","10,183 
12.2"
