"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","498.250","108","4.489","2.641","24","10.076","91"
"Bayern","645.155","156","4.916","2.641","20","15.099","115"
"Berlin","179.676","6","4.896","565","15","3.517","96"
"Brandenburg","108.654","13","4.308","166","7","3.756","149"
"Bremen","27.345","4","4.014","99","15","478","70"
"Hamburg","76.883","7","4.162","251","14","1.580","86"
"Hessen","289.516","32","4.604","1.267","20","7.436","118"
"Mecklenburg-
Vorpommern","44.069","1","2.740","77","5","1.145","71"
"Niedersachsen","260.235","29","3.256","780","10","5.701","71"
"Nordrhein-Westfalen","813.347","101","4.532","3.175","18","16.983","95"
"Rheinland-Pfalz","154.485","44","3.774","695","17","3.783","92"
"Saarland","41.268","8","4.182","204","21","1.017","103"
"Sachsen","285.427","15","7.010","482","12","9.974","245"
"Sachsen-Anhalt","99.081","10","4.514","153","7","3.399","155"
"Schleswig-Holstein","63.638","4","2.192","257","9","1.614","56"
"Thüringen","128.489","11","6.023","337","16","4.286","201"
"Gesamt","3.715.518","549","4.468","13.790","17","89.844","108"
