"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","288.818 
1.864 
2.602","8.770 
79","6.871 
61,9"
"Bayern","396.600 
2.869 
3.022","12.737 
97","10.116 
77,1"
"Berlin","118.433 
831 
3.228","3.273 
89","2.164 
59,0"
"Brandenburg*","66.370 
1.220 
2.632","3.818 
151","2.161 
85,7"
"Bremen","15.639 
90 
2.296","496 
73","259 
38,0"
"Hamburg","45.535 
465 
2.465","1.550 
84","1.029 
55,7"
"Hessen","168.871 
1.276 
2.686","6.263 
100","4.676 
74,4"
"Mecklenburg-
Vorpommern","19.197 
249 
1.194","1.618 
101","409 
25,4"
"Niedersachsen","139.029 
1.480 
1.739","6.104 
76","3.154 
39,5"
"Nordrhein-
Westfalen","478.263 
3.250 
2.665","16.712 
93","10.457 
58,3"
"Rheinland-Pfalz","91.099 
668 
2.225","3.687 
90","2.417 
59,0"
"Saarland","24.941 
270 
2.527","1.058 
107","711 
72,0"
"Sachsen","177.121 
1.082 
4.350","5.292 
130","6.002 
147,4"
"Sachsen-Anhalt","50.200 
800 
2.287","3.818 
174","1.604 
73,1"
"Schleswig-Holstein","35.037 
507 
1.207","2.717 
94","815 
28,1"
"Thüringen","63.675 
632 
2.985","3.714 
174","2.068 
96,9"
"Gesamt*","2.178.828 
17.553 
2.620","81.627 
98","54.913 
66,0"
