"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg*","133,689 
106 
1,204","14,080 
126.8","2,452 
22.1"
"Bavaria","185,803 
2614 
1,416","23,366 
178.0","3,490 
26.6"
"Berlin","57,309 
805 
1,562","7,257 
197.8","456 
12.4"
"Brandenburg","15,867 
194 
629","2,264 
89.8","287 
11.4"
"Bremen","9,307 
23 
1,366","978 
143.6","112 
16.4"
"Hamburg","22,939 
237 
1,242","1,831 
99.1","339 
18.4"
"Hesse","77,897 
1556 
1,239","10,778 
171.4","1,071 
17.0"
"Mecklenburg- 
Western Pomerania","5,247 
58 
326","781 
48.6","54 
3.4"
"Lower Saxony","64,504 
1199 
807","7,497 
93.8","1,022 
12.8"
"North Rhine-Westphalia","236,806 
3786 
1,319","28,520 
158.9","3,047 
17.0"
"Rhineland-Palatinate","39,275 
966 
959","5,560 
135.8","434 
10.6"
"Saarland","11,561 
176 
1,171","1,136 
115.1","239 
24.2"
"Saxony","44,927 
960 
1,103","7,880 
193.5","682 
16.7"
"Saxony-Anhalt","10,331 
301 
471","1,796 
81.8","129 
5.9"
"Schleswig-Holstein","13,056 
144 
450","1,370 
47.2","237 
8.2"
"Thuringia","14,169 
429 
664","2,844 
133.3","310 
14.5"
"Total","942,687 
13,554 
1,133","117,938 
141.8","14,361 
17.3"
