"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","51.191 
257 
462","1.818 
16,4","1.894 
17,1"
"Bayern","70.006 
375 
535","2.096 
16,0","2.674 
20,4"
"Berlin","15.949 
301 
426","1.518 
40,5","231 
6,2"
"Brandenburg","4.447 
26 
177","185 
7,4","169 
6,7"
"Bremen","2.632 
13 
385","249 
36,5","59 
8,6"
"Hamburg","8.339 
98 
453","485 
26,3","273 
14,8"
"Hessen","20.113 
135 
321","1.288 
20,6","556 
8,9"
"Mecklenburg-
Vorpommern","1.293 
73 
80","123 
7,6","20 
1,2"
"Niedersachsen","21.284 
209 
267","1.113 
13,9","691 
8,7"
"Nordrhein-Westfalen","73.842 
847 
412","4.388 
24,5","1.886 
10,5"
"Rheinland-Pfalz","11.215 
129 
275","551 
13,5","256 
6,3"
"Saarland","3.449 
69 
348","148 
14,9","177 
17,9"
"Sachsen","7.533 
31 
185","301 
7,4","239 
5,9"
"Sachsen-Anhalt","2.764 
18 
125","145 
6,6","68 
3,1"
"Schleswig-Holstein","4.978 
40 
172","239 
8,3","162 
5,6"
"Thüringen","4.223 
18 
197","156 
7,3","191 
8,9"
"Gesamt","303.258 
2.639 
365","14.803 
17,8","9.546 
11,5"
