"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","37,272 
0 
337","299 
2.7","1,847 
16.7"
"Bavaria","51,156 
76 
391","586 
4.5","2,622 
20.1"
"Berlin","9,328 
9 
249","323 
8.6","223 
5.9"
"Brandenburg","3,573 
8 
142","26 
1.0","168 
6.7"
"Bremen","1,782 
0 
261","35 
5.1","56 
8.2"
"Hamburg","5,436 
31 
295","102 
5.5","261 
14.2"
"Hesse","12,142 
25 
194","434 
6.9","520 
8.3"
"Mecklenburg-Western  
Pomerania","877 
2 
54","33 
2.1","20 
1.2"
"Lower Saxony","14,567 
52 
182","277 
3.5","653 
8.2"
"North Rhine-
Westphalia","49,435 
290* 
276","1,803 
10.1","1,738 
9.7"
"Rhineland-Palatinate","7,543 
8 
185","108 
2.6","239 
5.9"
"Saarland","2,881 
2 
291","28 
2.8","174 
17.6"
"Saxony","5,541 
0 
136","23 
0.6","225 
5.5"
"Saxony-Anhalt","2,031 
1 
92","39 
1.8","64 
2.9"
"Schleswig-Holstein","3,467 
4 
120","139 
4.8","156 
5.4"
"Thuringia","3,371 
1 
157","23 
1.1","182 
8.5"
"210,402 
509 
253 
4,278 
5.1 
9,148 
11.0 
Total","","",""
