"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","499.451","65","4.499","1.390","13","10.161","92"
"Bayern","646.498","86","4.926","1.353","10","15.187","116"
"Berlin","179.871","1","4.902","274","7","3.545","97"
"Brandenburg","108.640","3","4.308","87","3","3.787","150"
"Bremen","27.386","4","4.020","43","6","483","71"
"Hamburg","77.121","24","4.175","220","12","1.587","86"
"Hessen","290.208","34","4.615","622","10","7.470","119"
"Mecklenburg-
Vorpommern","44.101","4","2.742","35","2","1.148","71"
"Niedersachsen","260.643","6","3.261","378","5","5.727","72"
"Nordrhein-Westfalen","814.893","70","4.540","1.645","9","17.048","95"
"Rheinland-Pfalz","154.895","32","3.784","388","9","3.869","95"
"Saarland","41.383","1","4.193","117","12","1.019","103"
"Sachsen","285.654","9","7.015","210","5","10.019","246"
"Sachsen-Anhalt","99.177","2","4.519","77","4","3.414","156"
"Schleswig-Holstein","63.759","0","2.196","127","4","1.619","56"
"Thüringen","128.647","5","6.030","161","8","4.312","202"
"Gesamt","3.722.327","346","4.476","7.127","9","90.395","109"
