"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","331.829 
1.576 
2.989","8.176 
74","8.415 
75,8"
"Bayern","457.912 
1.828 
3.489","11.293 
86","12.818 
97,7"
"Berlin","134.535 
509 
3.666","2.598 
71","2.933 
79,9"
"Brandenburg","80.086 
337 
3.176","1.964 
78","3.147 
124,8"
"Bremen","18.936 
84 
2.780","463 
68","378 
55,5"
"Hamburg","54.804 
213 
2.967","1.468 
79","1.332 
72,1"
"Hessen","198.336 
923 
3.154","5.283 
84","6.035 
96,0"
"Mecklenburg-
Vorpommern","26.694 
169 
1.660","1.011 
63","806 
50,1"
"Niedersachsen","175.506 
589 
2.196","5.201 
65","4.592 
57,4"
"Nordrhein-
Westfalen","558.597 
2.299 
3.112","14.158 
79","13.656 
76,1"
"Rheinland-Pfalz","106.356 
191 
2.598","2.135 
52","3.212 
78,5"
"Saarland","30.081 
94 
3.048","550 
56","911 
92,3"
"Sachsen","202.690 
673 
4.978","4.278 
105","8.117 
199,3"
"Sachsen-Anhalt","64.896 
410 
2.957","2.259 
103","2.579 
117,5"
"Schleswig-Holstein","45.220 
263 
1.557","1.461 
50","1.375 
47,4"
"Thüringen","82.767 
632 
3.880","3.448 
162","3.065 
143,7"
"Gesamt","2.569.245 
10.790 
3.089","65.746 
79","73.371 
88,2"
