"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","324.324 
396 
2.922","6.698 
60","8.293 
74,7"
"Bayern","448.006 
776 
3.413","9.744 
74","12.679 
96,6"
"Berlin","132.051 
88 
3.599","2.176 
59","2.894 
78,9"
"Brandenburg","78.294 
136 
3.105","1.552 
62","3.095 
122,7"
"Bremen","18.518 
26 
2.718","439 
64","368 
54,0"
"Hamburg","53.543 
197 
2.899","1.334 
72","1.312 
71,0"
"Hessen","193.424 
448 
3.076","4.322 
69","5.962 
94,8"
"Mecklenburg-
Vorpommern","25.758 
49 
1.602","1.061 
66","784 
48,8"
"Niedersachsen","170.550 
266 
2.134","4.974 
62","4.467 
55,9"
"Nordrhein-
Westfalen","545.874 
937 
3.042","11.836 
66","13.446 
74,9"
"Rheinland-Pfalz","104.431 
181 
2.551","1.894 
46","3.168 
77,4"
"Saarland","29.598 
35 
2.999","566 
57","893 
90,5"
"Sachsen","198.583 
274 
4.877","3.437 
84","8.000 
196,5"
"Sachsen-Anhalt","62.918 
132 
2.867","1.945 
89","2.516 
114,6"
"Schleswig-Holstein","43.946 
96 
1.513","1.317 
45","1.339 
46,1"
"Thüringen","79.627 
215 
3.732","2.875 
135","2.973 
139,4"
"Gesamt","2.509.445 
4.252 
3.017","56.170 
68","72.189 
86,8"
