"0","1","2","3"
"Meldejahr 2021 
Meldejahr 2021 
Änderung im Vergleich 
Meldewoche 07 
Meldewoche 08 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","5.938 
53","6.764 
61","826 
+14%"
"Bayern","8.851 
67","9.683 
74","832 
+9%"
"Berlin","2.508 
68","2.648 
72","140 
+6%"
"Brandenburg","1.634 
65","1.615 
64","-19 
-1%"
"Bremen","584 
86","437 
64","-147 
-25%"
"Hamburg","1.539 
83","1.522 
82","-17 
-1%"
"Hessen","4.171 
66","4.524 
72","353 
+8%"
"Mecklenburg-Vorpommern","1.122 
70","1.103 
69","-19 
-2%"
"Niedersachsen","5.567 
70","5.176 
65","-391 
-7%"
"Nordrhein-Westfalen","11.723 
65","12.042 
67","319 
+3%"
"Rheinland-Pfalz","2.119 
52","1.988 
49","-131 
-6%"
"Saarland","725 
73","582 
59","-143 
-20%"
"Sachsen","3.645 
90","3.682 
90","37 
+1%"
"Sachsen-Anhalt","2.137 
97","1.975 
90","-162 
-8%"
"Schleswig-Holstein","1.446 
50","1.310 
45","-136 
-9%"
"Thüringen","2.762 
129","2.928 
137","166 
+6%"
"Gesamt 
56.471 
68 
57.979 
70 
1.508 
+3%","","",""
