"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Total 
Number 
Cases/ 
Cases in 
Number 
Number of 
incidence 
Federal State 
number 
of new 
100,000 
the last 
of 
deaths/ 
per 100,000 
of cases 
cases* 
pop. 
7 days 
deaths 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","179,160 
4,212 
1,614","18,747 
169","3,293 
29.7"
"Bavaria","248,679 
4,882 
1,895","24,699 
188","4,723 
36.0"
"Berlin","76,204 
1,652 
2,077","6,708 
183","768 
20.9"
"Brandenburg","24,910 
1,018 
988","2,840 
113","464 
18.4"
"Bremen","11,366 
182 
1,669","881 
129","150 
22.0"
"Hamburg","28,202 
506 
1,527","1,942 
105","458 
24.8"
"Hesse","102,817 
1,917 
1,635","9,538 
152","1,659 
26.4"
"Mecklenburg- 
Western Pomerania","7,597 
246 
472","1,139 
71","94 
5.8"
"Lower Saxony","82,321 
1,427 
1,030","6,346 
79","1,380 
17.3"
"North Rhine-Westphalia","305,464 
7,033 
1,702","27,507 
153","4,346 
24.2"
"Rhineland-Palatinate","53,467 
1,318 
1,306","5,870 
143","805 
19.7"
"Saarland","15,178 
535 
1,538","1,669 
169","294 
29.8"
"Saxony","78,704 
2,809 
1,933","12,751 
313","1,505 
37.0"
"Saxony-Anhalt","17,087 
648 
779","2,968 
135","251 
11.4"
"Schleswig-Holstein","17,104 
529 
589","1,972 
68","283 
9.7"
"Thuringia","23,818 
961 
1,116","4,164 
195","497 
23.3"
"Total","1,272,078 
29,875 
1,530","129,741 
156","20,970 
25.2"
