"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","295,395 
1,140 
2,661","7,843 
71","7,227 
65.1"
"Bavaria","405,666 
1,451 
3,091","10,952 
83","10,767 
82.0"
"Berlin","120,750 
353 
3,291","2,655 
72","2,328 
63.4"
"Brandenburg","69,231 
537 
2,745","2,830 
112","2,449 
97.1"
"Bremen","16,155 
122 
2,372","606 
89","278 
40.8"
"Hamburg*","46,554 
0 
2,520","1,103 
60","1,074 
58.1"
"Hesse","173,312 
945 
2,756","5,523 
88","4,989 
79.3"
"Mecklenburg- 
Western Pomerania","20,284 
262 
1,261","1,300 
81","480 
29.8"
"Lower Saxony","143,452 
292 
1,795","5,193 
65","3,362 
42.1"
"North Rhine-Westphalia","490,236 
2,298 
2,732","14,553 
81","11,149 
62.1"
"Rhineland-Palatinate","93,757 
385 
2,290","3,025 
74","2,618 
63.9"
"Saarland","25,985 
156 
2,633","1,118 
113","752 
76.2"
"Saxony","181,338 
715 
4,453","4,293 
105","6,469 
158.9"
"Saxony-Anhalt","52,759 
297 
2,404","2,789 
127","1,809 
82.4"
"Schleswig-Holstein","36,560 
217 
1,259","1,995 
69","944 
32.5"
"Thuringia","66,356 
535 
3,110","3,177 
149","2,261 
106.0"
"Total","2,237,790 
9,705 
2,691","68,955 
83","58,956 
70.9"
