"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","270.036 
2.322 
2.433","14.555 
131","5.978 
53,9"
"Bayern","369.672 
3.063 
2.817","20.469 
156","8.513 
64,9"
"Berlin","110.740 
1.171 
3.018","6.103 
166","1.755 
47,8"
"Brandenburg*","55.402 
1.869 
2.197","5.553 
220","1.527 
60,5"
"Bremen","14.699 
70 
2.158","536 
79","227 
33,3"
"Hamburg","42.070 
324 
2.277","1.929 
104","882 
47,7"
"Hessen","156.127 
1.627 
2.483","8.584 
137","3.843 
61,1"
"Mecklenburg-
Vorpommern","15.989 
305 
994","1.899 
118","282 
17,5"
"Niedersachsen","125.183 
1.156 
1.566","7.431 
93","2.531 
31,7"
"Nordrhein-
Westfalen","444.159 
4.550 
2.475","22.968 
128","8.838 
49,2"
"Rheinland-Pfalz","83.476 
1.004 
2.039","4.858 
119","1.977 
48,3"
"Saarland","22.742 
200 
2.304","1.379 
140","599 
60,7"
"Sachsen","163.469 
2.117 
4.014","11.158 
274","4.794 
117,7"
"Sachsen-Anhalt","41.394 
1.160 
1.886","5.336 
243","1.068 
48,7"
"Schleswig-Holstein","30.159 
425 
1.039","2.627 
90","624 
21,5"
"Thüringen","55.641 
1.005 
2.608","6.136 
288","1.556 
72,9"
"Gesamt","2.000.958 
22.368 
2.406","121.521 
146","44.994 
54,1"
