"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-
Württemberg","38.162 
187 
345","491 
4,4","1.859 
16,8"
"Bayern","52.436 
254 
401","784 
6,0","2.627 
20,1"
"Berlin","9.976 
125 
266","467 
12,5","224 
6,0"
"Brandenburg","3.651 
9 
145","46 
1,8","169 
6,7"
"Bremen","1.822 
3 
267","30 
4,4","56 
8,2"
"Hamburg","5.774 
26 
314","190 
10,3","262 
14,2"
"Hessen","13.008 
132 
208","597 
9,5","526 
8,4"
"Mecklenburg-
Vorpommern","954 
2 
59","43 
2,7","20 
1,2"
"Niedersachsen","15.176 
54 
190","364 
4,6","655 
8,2"
"Nordrhein-
Westfalen","53.123 
535 
296","2.460 
13,7","1.767 
9,9"
"Rheinland-
Pfalz","7.974 
39 
195","289 
7,1","240 
5,9"
"Saarland","2.955 
3 
298","45 
4,5","174 
17,6"
"Sachsen","5.685 
12 
139","94 
2,3","225 
5,5"
"Sachsen-
Anhalt","2.090 
14 
95","46 
2,1","64 
2,9"
"Schleswig-
Holstein","3.714 
39 
128","181 
6,2","158 
5,5"
"Thüringen","3.464 
11 
162","62 
2,9","185 
8,6"
"Gesamt","219.964 
1.445 
265","6.189 
7,4","9.211 
11,1"
