"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-
Württemberg*","133.689 
106 
1.204","14.080 
126,8","2.452 
22,1"
"Bayern","185.803 
2614 
1.416","23.366 
178,0","3.490 
26,6"
"Berlin","57.309 
805 
1.562","7.257 
197,8","456 
12,4"
"Brandenburg","15.867 
194 
629","2.264 
89,8","287 
11,4"
"Bremen","9.307 
23 
1.366","978 
143,6","112 
16,4"
"Hamburg","22.939 
237 
1.242","1.831 
99,1","339 
18,4"
"Hessen","77.897 
1556 
1.239","10.778 
171,4","1.071 
17,0"
"Mecklenburg-
Vorpommern","5.247 
58 
326","781 
48,6","54 
3,4"
"Niedersachsen","64.504 
1199 
807","7.497 
93,8","1.022 
12,8"
"Nordrhein-
Westfalen","236.806 
3786 
1.319","28.520 
158,9","3.047 
17,0"
"Rheinland-Pfalz","39.275 
966 
959","5.560 
135,8","434 
10,6"
"Saarland","11.561 
176 
1.171","1.136 
115,1","239 
24,2"
"Sachsen","44.927 
960 
1.103","7.880 
193,5","682 
16,7"
"Sachsen-Anhalt","10.331 
301 
471","1.796 
81,8","129 
5,9"
"Schleswig-Holstein","13.056 
144 
450","1.370 
47,2","237 
8,2"
"Thüringen","14.169 
429 
664","2.844 
133,3","310 
14,5"
"Gesamt","942.687 
13.554 
1.133","117.938 
141,8","14.361 
17,3"
