"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","44,903 
285 
406","1,440 
13.0","1,867 
16.9"
"Bavaria","61,561 
403 
471","2,415 
18.5","2,645 
20.2"
"Berlin","12,216 
126 
326","529 
14.1","226 
6.0"
"Brandenburg","4,003 
19 
159","66 
2.6","169 
6.7"
"Bremen","2,117 
8 
310","61 
8.9","58 
8.5"
"Hamburg","6,770 
71 
368","266 
14.4","267 
14.5"
"Hesse","16,714 
111 
267","663 
10.6","538 
8.6"
"Mecklenburg- 
Western Pomerania","1,055 
9 
66","30 
1.9","20 
1.2"
"Lower Saxony","17,783 
138 
223","524 
6.6","667 
8.4"
"North Rhine-Westphalia","61,820 
315 
345","1,619 
9.0","1,828 
10.2"
"Rhineland-Palatinate","9,649 
26 
236","323 
7.9","246 
6.0"
"Saarland","3,225 
3 
326","32 
3.2","175 
17.7"
"Saxony","6,351 
69 
156","202 
5.0","226 
5.5"
"Saxony-Anhalt","2,330 
16 
106","49 
2.2","66 
3.0"
"Schleswig-Holstein","4,218 
11 
146","99 
3.4","161 
5.6"
"Thuringia","3,765 
20 
176","79 
3.7","188 
8.8"
"Total 
258,480 
1,630 
311 
8,397 
10.1 
9,347 
11.2","","",""
