"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number of 
of new 
100,000 
cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number 
Number of 
of 
deaths/ 
deaths 
100,000 pop."
"Baden-Wuerttemberg","46,428 
387 
419","1,563 
14.1","1,869 
16.9"
"Bavaria","63,918 
286 
489","2,459 
18.8","2,648 
20.2"
"Berlin","12,733 
140 
340","560 
14.9","227 
6.1"
"Brandenburg","4,060 
9 
162","59 
2.3","169 
6.7"
"Bremen","2,177 
3 
319","65 
9.5","59 
8.6"
"Hamburg","7,010 
46 
381","242 
13.1","269 
14.6"
"Hesse","17,342 
109 
277","725 
11.6","543 
8.7"
"Mecklenburg-Western 
Pomerania","1,093 
12 
68","46 
2.9","20 
1.2"
"Lower Saxony","18,529 
273 
232","777 
9.7","667 
8.4"
"North Rhine-Westphalia","64,084 
519 
357","2,457 
13.7","1,842 
10.3"
"Rhineland-Palatinate","9,990 
61 
245","358 
8.8","247 
6.0"
"Saarland*","3,214 
-48* 
324","58 
5.9","176 
17.8"
"Saxony","6,581 
59 
161","260 
6.4","226 
5.5"
"Saxony-Anhalt","2,380 
2 
108","57 
2.6","66 
3.0"
"Schleswig-Holstein","4,350 
39 
150","138 
4.8","161 
5.6"
"Thuringia","3,884 
19 
181","136 
6.3","189 
8.8"
"Total 
267,773 
1,916 
322 
9,960 
12.0 
9,378 
11.3","","",""
