"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","127,103 
3,162 
1,145","14,829 
134","2,405 
21.7"
"Bavaria","173,239 
4,881 
1,320","22,100 
168","3,348 
25.5"
"Berlin","53,315 
1,247 
1,453","7,334 
200","422 
11.5"
"Brandenburg","14,347 
400 
569","1,924 
76","270 
10.7"
"Bremen","8,867 
118 
1,302","1,012 
149","104 
15.3"
"Hamburg","21,735 
659 
1,177","1,873 
101","331 
17.9"
"Hesse","72,525 
2,325 
1,153","10,708 
170","980 
15.6"
"Mecklenburg- 
Western Pomerania","4,932 
145 
307","726 
45","49 
3.0"
"Lower Saxony","59,968 
1,622 
750","6,770 
85","970 
12.1"
"North Rhine-Westphalia","222,535 
5,726 
1,240","29,879 
166","2,887 
16.1"
"Rhineland-Palatinate","36,091 
1,026 
882","5,358 
131","402 
9.8"
"Saarland","11,006 
379 
1,115","1,225 
124","234 
23.7"
"Saxony","39,801 
1,032 
977","6,902 
170","602 
14.8"
"Saxony-Anhalt","9,266 
322 
422","1,424 
65","113 
5.1"
"Schleswig-Holstein","12,388 
264 
427","1,394 
48","231 
8.0"
"Thuringia","12,446 
340 
583","2,127 
100","282 
13.2"
"Total","879,564 
23,648 
1,058","115,585 
139","13,630 
16.4"
