"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Total 
Number 
Cases/ 
Cases in 
Number 
Number of 
incidence 
Federal State 
number 
of new 
100,000 
the last 
of 
deaths/ 
per 100,000 
of cases 
cases* 
pop. 
7 days 
deaths 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","174,948 
4,044 
1,576","17,790 
160","3,229 
29.1"
"Bavaria","243,797 
5,355 
1,858","24,397 
186","4,621 
35.2"
"Berlin","74,552 
1,122 
2,032","6,447 
176","749 
20.4"
"Brandenburg","23,892 
519 
947","2,551 
101","444 
17.6"
"Bremen","11,184 
211 
1,642","778 
114","147 
21.6"
"Hamburg","27,696 
333 
1,499","1,925 
104","443 
24.0"
"Hesse","100,900 
1,340 
1,605","9,486 
151","1,601 
25.5"
"Mecklenburg- 
Western Pomerania","7,351 
293 
457","1,065 
66","88 
5.5"
"Lower Saxony","80,894 
1,707 
1,012","6,290 
79","1,353 
16.9"
"North Rhine-Westphalia*","298,431 
3,691 
1,663","25,299 
141","4,226 
23.5"
"Rhineland-Palatinate","52,149 
964 
1,274","5,643 
138","759 
18.5"
"Saarland","14,643 
231 
1,484","1,383 
140","287 
29.1"
"Saxony","75,895 
2,128 
1,864","12,608 
310","1,428 
35.1"
"Saxony-Anhalt","16,439 
607 
749","2,808 
128","242 
11.0"
"Schleswig-Holstein","16,575 
298 
571","1,705 
59","276 
9.5"
"Thuringia","22,857 
836 
1,071","4,096 
192","479 
22.5"
"Total","1,242,203 
23,679 
1,494","124,271 
149","20,372 
24.5"
