"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","494.120","828","4.451","4.657","42","10.003","90"
"Bayern","640.907","654","4.883","4.489","34","14.990","114"
"Berlin","178.748","192","4.871","1.152","31","3.499","95"
"Brandenburg","108.417","81","4.299","482","19","3.736","148"
"Bremen","27.159","19","3.987","226","33","475","70"
"Hamburg","76.386","49","4.135","371","20","1.566","85"
"Hessen","287.588","447","4.574","2.599","41","7.382","117"
"Mecklenburg-
Vorpommern","43.932","22","2.732","226","14","1.124","70"
"Niedersachsen","258.893","320","3.239","1.947","24","5.645","71"
"Nordrhein-Westfalen","808.002","1.135","4.502","7.150","40","16.820","94"
"Rheinland-Pfalz","153.294","246","3.744","1.320","32","3.745","91"
"Saarland","40.934","63","4.148","392","40","1.011","102"
"Sachsen","284.361","310","6.983","1.433","35","9.761","240"
"Sachsen-Anhalt","98.639","120","4.494","570","26","3.358","153"
"Schleswig-Holstein","63.255","76","2.178","493","17","1.597","55"
"Thüringen","127.833","78","5.992","824","39","4.228","198"
"Gesamt","3.692.468","4.640","4.440","28.331","34","88.940","107"
