"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","37,749 
107 
341","341 
3.1","1,858 
16.8"
"Bavaria","51,794 
84 
396","696 
5.3","2,626 
20.1"
"Berlin","9,640 
97 
257","336 
9.0","224 
6.0"
"Brandenburg","3,622 
22 
144","48 
1.9","169 
6.7"
"Bremen","1,800 
2 
264","19 
2.8","56 
8.2"
"Hamburg","5,610 
80 
305","184 
10.0","262 
14.2"
"Hesse","12,602 
134 
201","522 
8.3","524 
8.4"
"Mecklenburg-Western  
Pomerania","930 
20 
58","61 
3.8","20 
1.2"
"Lower Saxony","14,911 
64 
187","367 
4.6","654 
8.2"
"North Rhine-
Westphalia","51,330 
393 
286","2,174 
12.1","1,759 
9.8"
"Rhineland-Palatinate","7,748 
35 
190","212 
5.2","239 
5.9"
"Saarland","2,913 
13 
294","34 
3.4","174 
17.6"
"Saxony","5,632 
42 
138","87 
2.1","225 
5.5"
"Saxony-Anhalt","2,057 
13 
93","30 
1.4","64 
2.9"
"Schleswig-Holstein","3,578 
9 
124","123 
4.2","158 
5.5"
"Thuringia","3,420 
7 
160","47 
2.2","183 
8.5"
"Total 
215,336 
1,122 
259 
5,281 
6.4 
9,195 
11.1","","",""
