"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
100.000 
100.000 
100.000 
Bundesland 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","487.510","507","4.392","8.900","80","9.846","89"
"Bayern","634.389","508","4.834","7.764","59","14.785","113"
"Berlin","177.229","50","4.830","2.052","56","3.439","94"
"Brandenburg","107.799","61","4.275","1.183","47","3.699","147"
"Bremen","26.868","15","3.944","354","52","471","69"
"Hamburg","75.749","84","4.101","642","35","1.545","84"
"Hessen","283.870","175","4.514","4.657","74","7.212","115"
"Mecklenburg-
Vorpommern","43.600","27","2.711","637","40","1.109","69"
"Niedersachsen","256.162","159","3.205","3.627","45","5.559","70"
"Nordrhein-Westfalen","798.113","570","4.447","11.783","66","16.493","92"
"Rheinland-Pfalz","151.333","150","3.697","2.224","54","3.696","90"
"Saarland","40.413","9","4.095","775","79","997","101"
"Sachsen","281.865","194","6.922","3.282","81","9.564","235"
"Sachsen-Anhalt","97.723","97","4.453","1.172","53","3.282","150"
"Schleswig-Holstein","62.542","24","2.154","881","30","1.578","54"
"Thüringen","126.475","52","5.928","2.060","97","4.148","194"
"Gesamt","3.651.640","2.682","4.391","51.993","63","87.423","105"
