"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-
Wuerttemberg*","36,819 
0 
333","325 
2.9","1,841 
16.6"
"Bavaria","50,501 
219 
386","641 
4.9","2,619 
20.0"
"Berlin","9,001 
10 
240","215 
5.7","223 
5.9"
"Brandenburg","3,524 
0 
140","39 
1.6","168 
6.7"
"Bremen","1,747 
1 
256","27 
4.0","55 
8.1"
"Hamburg","5,322 
18 
289","79 
4.3","261 
14.2"
"Hesse","11,685 
5 
186","265 
4.2","518 
8.3"
"Mecklenburg-Western  
Pomerania","843 
0 
52","34 
2.1","20 
1.2"
"Lower Saxony","14,241 
18 
178","192 
2.4","648 
8.1"
"North Rhine-
Westphalia","47,471 
41 
265","1,323 
7.4","1,728 
9.6"
"Rhineland-Palatinate","7,434 
14 
182","104 
2.5","238 
5.8"
"Saarland","2,851 
1 
288","21 
2.1","174 
17.6"
"Saxony*","5,512 
0 
135","24 
0.6","225 
5.5"
"Saxony-Anhalt","1,989 
3 
90","33 
1.5","63 
2.9"
"Schleswig-Holstein","3,322 
4 
115","59 
2.0","155 
5.4"
"Thuringia","3,347 
6 
156","24 
1.1","182 
8.5"
"Total 
340 
247 
3,405 
4.1 
9,118 
11.0 
205,609","","",""
