"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-
Württemberg","37.224 
109 
336","430 
3,9","1.847 
16,7"
"Bayern","50.915 
109 
389","714 
5,5","2.622 
20,1"
"Berlin","9.192 
42 
245","268 
7,2","223 
5,9"
"Brandenburg","3.560 
9 
142","23 
0,9","168 
6,7"
"Bremen","1.774 
11 
260","41 
6,0","56 
8,2"
"Hamburg","5.386 
30 
293","93 
5,1","261 
14,2"
"Hessen","11.965 
70 
191","367 
5,9","520 
8,3"
"Mecklenburg-
Vorpommern","864 
3 
54","38 
2,4","20 
1,2"
"Niedersachsen","14.430 
50 
181","217 
2,7","651 
8,2"
"Nordrhein-
Westfalen","48.689 
388 
272","1.626 
9,1","1.733 
9,7"
"Rheinland-
Pfalz","7.498 
10 
184","96 
2,4","239 
5,9"
"Saarland","2.862 
0 
289","20 
2,0","174 
17,6"
"Sachsen","5.536 
4 
136","25 
0,6","225 
5,5"
"Sachsen-
Anhalt","2.015 
6 
91","36 
1,6","64 
2,9"
"Schleswig-
Holstein","3.427 
26 
118","125 
4,3","156 
5,4"
"Thüringen","3.361 
3 
157","22 
1,0","182 
8,5"
"Gesamt","208.698 
870 
251","4.141 
5,0","9.141 
11,0"
