"0","1","2","3"
"Total 
Number 
Cases in 
7-day 
Number 
Number of 
Cases/ 
Federal State 
number 
of new 
the last 
incidence per 
of 
deaths/ 
100,000 pop. 
of cases 
cases 
7 days 
100,000 pop. 
deaths 
100,000 pop.","","",""
"Baden-Wuerttemberg","38,968 
228 
352","852 
7.7","1,860 
16.8"
"Bavaria","53,707 
409 
411","1,406 
10.8","2,631 
20.1"
"Berlin","10,394 
75 
277","476 
12.7","224 
6.0"
"Brandenburg","3,728 
20 
148","66 
2.6","169 
6.7"
"Bremen","1,865 
14 
273","46 
6.7","56 
8.2"
"Hamburg","5,927 
26 
322","137 
7.4","264 
14.3"
"Hesse","13,842 
167 
221","897 
14.3","528 
8.4"
"Mecklenburg-Western  
Pomerania","978 
3 
61","27 
1.7","20 
1.2"
"Lower Saxony","15,562 
80 
195","406 
5.1","656 
8.2"
"North Rhine-
Westphalia","55,375 
326 
309","2,640 
14.7","1,783 
9.9"
"Rhineland-Palatinate","8,334 
110 
204","391 
9.6","242 
5.9"
"Saarland","3,017 
9 
305","62 
6.3","174 
17.6"
"Saxony","5,749 
13 
141","65 
1.6","226 
5.5"
"Saxony-Anhalt","2,134 
8 
97","46 
2.1","64 
2.9"
"Schleswig-Holstein","3,825 
18 
132","142 
4.9","160 
5.5"
"Thuringia","3,509 
4 
164","52 
2.4","186 
8.7"
"Total 
226,914 
1510 
273 
7,711 
9.3 
9,243 
11.1","","",""
