"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","85,442 
1848 
770 
12,964 
116.8 
2,045 
18.4","",""
"Bavaria","112,301 
2952 
856 
17,760 
135.3 
2,816 
21.5","",""
"Berlin","33,310 
717 
908 
5,737 
156.3 
261 
7.1","",""
"Brandenburg","8,691 
365 
345 
1,684 
66.8 
203 
8.0","",""
"Bremen","5,901 
228 
866 
1,415 
207.7 
77 
11.3","",""
"Hamburg","14,288 
252 
773 
1,873 
101.4 
291 
15.8","",""
"Hesse","44,598 
1219 
709 
10,044 
159.7 
683 
10.9","",""
"Mecklenburg- 
Western Pomerania","2,917 
-1** 
181 
687 
42.7 
23 
1.4","",""
"Lower Saxony","38,862 
943 
486 
7,104 
88.9 
763 
9.5","",""
"North Rhine-Westphalia","144,137 
4652 
803 
29,158 
162.5 
2,193 
12.2","",""
"Rhineland-Palatinate","21,787 
825 
532 
4,416 
107.9 
294 
7.2","",""
"Saarland","7,228 
199 
732 
1,619 
164.1 
194 
19.7","",""
"Saxony","19,489 
742 
479 
4,659 
114.4 
342 
8.4","",""
"Saxony-Anhalt","5,423 
100 
247 
1,137 
51.8 
83 
3.8","",""
"Schleswig-Holstein","8,600 
144 
296 
1,632 
56.2 
183 
6.3","",""
"Thuringia","7,405 
167 
347 
1,384 
64.9 
210 
9.8","",""
"Total","560,379 
15,352 
674 
103,273 
124.2 
10,661 
12.8","",""
