"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
100.000 
100.000 
100.000 
Bundesland 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","357.140","2.150","3.217","13.485","121","8.632","77,8"
"Bayern","490.773","2.817","3.739","17.819","136","13.142","100,1"
"Berlin","143.711","735","3.916","5.146","140","3.035","82,7"
"Brandenburg","86.420","480","3.427","3.457","137","3.275","129,9"
"Bremen","20.534","135","3.014","892","131","401","58,9"
"Hamburg","59.727","487","3.233","2.531","137","1.372","74,3"
"Hessen","214.553","1.158","3.412","8.379","133","6.278","99,8"
"Mecklenburg-
Vorpommern","29.780","272","1.852","1.667","104","846","52,6"
"Niedersachsen","193.388","1.778","2.419","8.916","112","4.810","60,2"
"Nordrhein-Westfalen","601.047","3.544","3.349","23.109","129","14.113","78,6"
"Rheinland-Pfalz","114.058","562","2.786","4.067","99","3.305","80,7"
"Saarland","31.468","183","3.189","773","78","924","93,6"
"Sachsen","217.425","1.117","5.340","7.451","183","8.329","204,5"
"Sachsen-Anhalt","71.151","483","3.242","3.310","151","2.692","122,7"
"Schleswig-Holstein","48.889","331","1.684","1.935","67","1.425","49,1"
"Thüringen","92.337","944","4.328","4.953","232","3.291","154,3"
"Gesamt","2.772.401","17.176","3.334","107.890","130","75.870","91,2"
