"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","311,525 
368 
2,806","4,979 
45","7,966 
71.8"
"Bavaria","429,436 
412 
3,272","7,586 
58","12,176 
92.8"
"Berlin","127,187 
289 
3,466","2,009 
55","2,740 
74.7"
"Brandenburg","75,045 
90 
2,976","1,592 
63","2,938 
116.5"
"Bremen","17,518 
33 
2,572","522 
77","327 
48.0"
"Hamburg","50,511 
219 
2,734","1,210 
66","1,224 
66.3"
"Hesse","184,753 
306 
2,938","3,805 
61","5,714 
90.9"
"Mecklenburg- 
Western Pomerania","23,507 
71 
1,462","1,080 
67","705 
43.8"
"Lower Saxony","159,653 
457 
1,997","5,138 
64","4,142 
51.8"
"North Rhine-Westphalia","522,184 
627 
2,910","10,882 
61","12,720 
70.9"
"Rhineland-Palatinate","100,354 
235 
2,451","2,171 
53","3,020 
73.8"
"Saarland *","28,235 
179 
2,861","552 
56","851 
86.2"
"Saxony","191,049 
235 
4,692","2,879 
71","7,494 
184.0"
"Saxony-Anhalt","58,817 
143 
2,680","1,910 
87","2,307 
105.1"
"Schleswig-Holstein","41,210 
95 
1,419","1,431 
49","1,230 
42.4"
"Thuringia","73,827 
124 
3,461","2,556 
120","2,764 
129.6"
"Total","2,394,811 
3,883 
2,880","50,302 
60","68,318 
82.1"
