"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","305,024 
767 
2,748","5,666 
51","7,717 
69.5"
"Bavaria","419,644 
1,188 
3,197","7,909 
60","11,645 
88.7"
"Berlin","124,518 
384 
3,393","2,105 
57","2,598 
70.8"
"Brandenburg","72,853 
284 
2,889","1,842 
73","2,783 
110.4"
"Bremen","16,858 
61 
2,475","408 
60","307 
45.1"
"Hamburg","48,686 
228 
2,636","1,103 
60","1,188 
64.3"
"Hesse","180,050 
583 
2,863","3,794 
60","5,434 
86.4"
"Mecklenburg- 
Western Pomerania","22,107 
179 
1,375","1,032 
64","626 
38.9"
"Lower Saxony","152,454 
885 
1,907","4,789 
60","3,812 
47.7"
"North Rhine-Westphalia","508,203 
1,672 
2,832","10,236 
57","12,064 
67.2"
"Rhineland-Palatinate","97,521 
380 
2,382","2,087 
51","2,873 
70.2"
"Saarland","27,514 
233 
2,788","750 
76","814 
82.5"
"Saxony","187,061 
541 
4,594","2,784 
68","7,106 
174.5"
"Saxony-Anhalt","56,131 
344 
2,557","1,655 
75","2,090 
95.2"
"Schleswig-Holstein","39,351 
207 
1,355","1,741 
60","1,119 
38.5"
"Thuringia","70,472 
418 
3,303","2,107 
99","2,566 
120.3"
"Total","2,328,447 
8,354 
2,800","50,008 
60","64,742 
77.8"
