"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-Württemberg","147.887 
2.272 
1.332","14.366 
129","2.702 
24,3"
"Bayern","205.211 
3.261 
1.564","22.869 
174","3.785 
28,8"
"Berlin*","63.064 
0 
1.719","6.524 
178","539 
14,7"
"Brandenburg","18.488 
291 
733","2.362 
94","334 
13,2"
"Bremen","9.872 
4 
1.449","672 
99","116 
17,0"
"Hamburg","24.602 
297 
1.332","1.506 
82","372 
20,1"
"Hessen","86.279 
1.434 
1.372","9.545 
152","1.240 
19,7"
"Mecklenburg-
Vorpommern","5.908 
88 
367","742 
46","61 
3,8"
"Niedersachsen","70.857 
909 
886","6.703 
84","1.150 
14,4"
"Nordrhein-Westfalen","258.390 
3.275 
1.440","26.204 
146","3.418 
19,0"
"Rheinland-Pfalz","43.036 
366 
1.051","4.771 
117","515 
12,6"
"Saarland","12.486 
249 
1.265","1.045 
106","251 
25,4"
"Sachsen","53.804 
1.393 
1.321","9.209 
226","882 
21,7"
"Sachsen-Anhalt","11.938 
271 
544","1.921 
88","163 
7,4"
"Schleswig-Holstein","14.192 
179 
489","1.372 
47","249 
8,6"
"Thüringen","16.686 
322 
782","2.913 
137","346 
16,2"
"Gesamt","1.042.700 
14.611 
1.254","112.724 
136","16.123 
19,4"
