"0","1","2","3"
"Todesfälle 
 
Fälle kumulativ 
Letzte 7 Tage 
kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-
Württemberg*","202.113 
7.756 
1.821","21.502 
194","3.795 
34,2"
"Bayern","278.006 
5.123 
2.118","27.803 
212","5.483 
41,8"
"Berlin","83.697 
1.444 
2.281","6.566 
179","959 
26,1"
"Brandenburg","30.092 
877 
1.193","4.057 
161","623 
24,7"
"Bremen","12.232 
146 
1.796","870 
128","165 
24,2"
"Hamburg","31.044 
485 
1.681","2.439 
132","514 
27,8"
"Hessen","115.473 
1.475 
1.836","11.211 
178","2.004 
31,9"
"Mecklenburg-
Vorpommern","9.227 
288 
574","1.607 
100","111 
6,9"
"Niedersachsen","91.188 
2.290 
1.141","7.825 
98","1.576 
19,7"
"Nordrhein-Westfalen","339.176 
6.492 
1.890","32.349 
180","5.075 
28,3"
"Rheinland-Pfalz","60.761 
1.112 
1.484","6.718 
164","1.000 
24,4"
"Saarland","17.114 
591 
1.734","1.727 
175","338 
34,2"
"Sachsen","98.877 
3.261 
2.428","16.894 
415","2.013 
49,4"
"Sachsen-Anhalt","20.855 
699 
950","3.384 
154","338 
15,4"
"Schleswig-Holstein","19.806 
472 
682","2.705 
93","319 
11,0"
"Thüringen","30.277 
1.266 
1.419","6.057 
284","625 
29,3"
"Gesamt","1.439.938 
33.777 
1.731","153.714 
185","24.938 
30,0"
