"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","489.136","1.000","4.406","5.708","51","9.893","89"
"Bayern","636.237","1.018","4.848","5.355","41","14.893","113"
"Berlin","177.655","120","4.841","1.252","34","3.460","94"
"Brandenburg","107.911","88","4.279","683","27","3.710","147"
"Bremen","26.935","35","3.954","226","33","473","69"
"Hamburg","75.932","76","4.111","469","25","1.548","84"
"Hessen","284.916","797","4.531","3.136","50","7.282","116"
"Mecklenburg-
Vorpommern","43.700","80","2.717","359","22","1.116","69"
"Niedersachsen","256.768","434","3.212","2.231","28","5.584","70"
"Nordrhein-Westfalen","800.759","1.469","4.462","8.290","46","16.639","93"
"Rheinland-Pfalz","151.909","262","3.711","1.616","39","3.716","91"
"Saarland","40.542","63","4.108","533","54","1.003","102"
"Sachsen","282.413","393","6.936","1.604","39","9.612","236"
"Sachsen-Anhalt","97.958","124","4.463","764","35","3.304","151"
"Schleswig-Holstein","62.760","104","2.161","632","22","1.586","55"
"Thüringen","126.959","250","5.951","1.258","59","4.176","196"
"Gesamt","3.662.490","6.313","4.404","34.116","41","87.995","106"
