"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-Württemberg","145.615 
2.737 
1.312","14.251 
128","2.671 
24,1"
"Bayern","201.950 
3.962 
1.539","22.410 
171","3.759 
28,6"
"Berlin","63.064 
1.400 
1.719","6.985 
190","539 
14,7"
"Brandenburg","18.197 
551 
722","2.413 
96","329 
13,0"
"Bremen*","9.868 
228 
1.449","826 
121","116 
17,0"
"Hamburg","24.305 
254 
1.316","1.393 
75","368 
19,9"
"Hessen","84.845 
1.594 
1.349","9.562 
152","1.232 
19,6"
"Mecklenburg-
Vorpommern","5.820 
125 
362","744 
46","61 
3,8"
"Niedersachsen","69.948 
1.731 
875","6.841 
86","1.140 
14,3"
"Nordrhein-Westfalen","255.115 
4.231 
1.421","26.092 
145","3.380 
18,8"
"Rheinland-Pfalz","42.670 
988 
1.042","5.109 
125","508 
12,4"
"Saarland","12.237 
196 
1.240","903 
91","250 
25,3"
"Sachsen","52.411 
2.556 
1.287","9.152 
225","858 
21,1"
"Sachsen-Anhalt","11.667 
378 
532","1.898 
86","160 
7,3"
"Schleswig-Holstein","14.013 
223 
483","1.339 
46","249 
8,6"
"Thüringen","16.364 
541 
767","3.068 
144","345 
16,2"
"Gesamt","1.028.089 
21.695 
1.236","112.986 
136","15.965 
19,2"
