"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","37,272 
48 
337","369 
3.3","1,847 
16.7"
"Bavaria","51,068 
153 
391","735 
5.6","2,622 
20.1"
"Berlin","9,274 
82 
247","290 
7.7","223 
5.9"
"Brandenburg","3,565 
5 
142","27 
1.1","168 
6.7"
"Bremen","1,781 
7 
261","39 
5.7","56 
8.2"
"Hamburg","5,405 
19 
294","90 
4.9","261 
14.2"
"Hesse","12,029 
64 
192","360 
5.7","520 
8.3"
"Mecklenburg-Western  
Pomerania","868 
4 
54","24 
1.5","20 
1.2"
"Lower Saxony","14,499 
69 
182","258 
3.2","652 
8.2"
"North Rhine-
Westphalia","49,102 
413 
274","1.676 
9.3","1,739 
9.7"
"Rhineland-Palatinate","7,533 
35 
184","115 
2.8","239 
5.9"
"Saarland","2,874 
12 
290","23 
2.3","174 
17.6"
"Saxony","5,541 
5 
136","25 
0.6","225 
5.5"
"Saxony-Anhalt","2,022 
7 
92","37 
1.7","64 
2.9"
"Schleswig-Holstein","3,451 
24 
119","137 
4.7","156 
5.4"
"Thuringia","3,369 
8 
157","28 
1.3","182 
8.5"
"Total 
209,653 
955 
252 
4.233 
5.1 
9,148 
11.0","","",""
