"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-
Württemberg","139.768 
2.876 
1.259","14.286 
129","2.580 
23,2"
"Bayern","193.533 
4.724 
1.475","22.705 
173","3.647 
27,8"
"Berlin","60.554 
1.630 
1.650","7.397 
202","508 
13,8"
"Brandenburg","17.011 
695 
675","2.329 
92","307 
12,2"
"Bremen","9.642 
193 
1.415","902 
132","114 
16,7"
"Hamburg*","23.330 
-1 
1.263","1.330 
72","347 
18,8"
"Hessen","81.327 
2.067 
1.293","9.950 
158","1.163 
18,5"
"Mecklenburg-
Vorpommern","5.510 
122 
343","710 
44","57 
3,5"
"Niedersachsen","66.802 
1.094 
836","6.827 
85","1.079 
13,5"
"Nordrhein-
Westfalen","245.871 
4.909 
1.370","27.680 
154","3.210 
17,9"
"Rheinland-Pfalz","40.847 
878 
998","5.373 
131","465 
11,4"
"Saarland","11.960 
274 
1.212","1.105 
112","249 
25,2"
"Sachsen","47.690 
1.408 
1.171","7.748 
190","720 
17,7"
"Sachsen-Anhalt","10.930 
514 
498","1.784 
81","145 
6,6"
"Schleswig-Holstein","13.564 
257 
467","1.390 
48","242 
8,3"
"Thüringen","15.249 
628 
715","3.080 
144","327 
15,3"
"Gesamt","983.588 
22.268 
1.183","114.596 
138","15.160 
18,2"
