"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/100.00
Fälle/100.00
Fälle/100.00
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
0 Einw. 
0 Einw. 
0 Einw.","","",""
"Baden-Württemberg","214.466 
2.245 
1.932","23.067 
208","4.101 
36,9"
"Bayern","292.735 
2.975 
2.230","28.340 
216","5.802 
44,2"
"Berlin","88.029 
1.145 
2.399","7.259 
198","1.024 
27,9"
"Brandenburg","33.461 
1.082 
1.327","5.116 
203","694 
27,5"
"Bremen","12.642 
43 
1.856","911 
134","172 
25,2"
"Hamburg","32.726 
301 
1.772","2.705 
146","549 
29,7"
"Hessen","122.638 
676 
1.950","12.545 
200","2.200 
35,0"
"Mecklenburg-
Vorpommern","9.899 
103 
616","1.567 
97","121 
7,5"
"Niedersachsen","96.232 
1.236 
1.204","9.087 
114","1.684 
21,1"
"Nordrhein-Westfalen","357.298 
4.579 
1.991","34.281 
191","5.425 
30,2"
"Rheinland-Pfalz","64.640 
1.054 
1.579","6.978 
170","1.090 
26,6"
"Saarland","17.977 
245 
1.822","1.809 
183","369 
37,4"
"Sachsen","109.194 
2.180 
2.682","17.378 
427","2.315 
56,9"
"Sachsen-Anhalt","23.564 
586 
1.074","4.230 
193","399 
18,2"
"Schleswig-Holstein","21.060 
211 
725","2.717 
94","333 
11,5"
"Thüringen","33.619 
867 
1.576","6.388 
299","728 
34,1"
"Gesamt","1.530.180 
19.528 
1.840","164.378 
198","27.006 
32,5"
