"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","300,693 
461 
2,709","6,748 
61","7,426 
66.9"
"Bavaria","413,863 
855 
3,153","10,066 
77","11,146 
84.9"
"Berlin","122,606 
150 
3,341","2,620 
71","2,471 
67.3"
"Brandenburg","71,035 
105 
2,817","2,220 
88","2,630 
104.3"
"Bremen","16,543 
49 
2,429","554 
81","290 
42.6"
"Hamburg","47,698 
116 
2,582","1,186 
64","1,145 
62.0"
"Hesse","177,127 
196 
2,817","5,042 
80","5,182 
82.4"
"Mecklenburg- 
Western Pomerania","21,288 
81 
1,324","1,356 
84","552 
34.3"
"Lower Saxony","148,580 
472 
1,859","5,524 
69","3,596 
45.0"
"North Rhine-Westphalia","500,268 
813 
2,787","12,988 
72","11,565 
64.4"
"Rhineland-Palatinate","95,727 
290 
2,338","2,496 
61","2,732 
66.7"
"Saarland","26,920 
31 
2,728","1,108 
112","786 
79.6"
"Saxony","184,791 
457 
4,538","4,080 
100","6,794 
166.8"
"Saxony-Anhalt","54,782 
190 
2,496","2,494 
114","1,978 
90.1"
"Schleswig-Holstein","37,985 
92 
1,308","1,784 
61","1,016 
35.0"
"Thuringia","68,639 
177 
3,217","2,943 
138","2,366 
110.9"
"Total","2,288,545 
4,535 
2,752","63,209 
76","61,675 
74.2"
