"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","497.425","429","4.481","2.802","25","10.060","91"
"Bayern","644.398","442","4.910","2.896","22","15.079","115"
"Berlin","179.553","88","4.893","610","17","3.517","96"
"Brandenburg","108.653","23","4.308","196","8","3.755","149"
"Bremen","27.315","21","4.010","122","18","477","70"
"Hamburg","76.795","58","4.157","288","16","1.579","85"
"Hessen","289.168","253","4.599","1.353","22","7.419","118"
"Mecklenburg-
Vorpommern","44.045","24","2.739","96","6","1.141","71"
"Niedersachsen","260.042","155","3.253","884","11","5.694","71"
"Nordrhein-Westfalen","812.424","555","4.527","3.696","21","16.946","94"
"Rheinland-Pfalz","154.314","116","3.769","820","20","3.771","92"
"Saarland","41.196","47","4.174","202","20","1.016","103"
"Sachsen","285.287","108","7.006","600","15","9.957","245"
"Sachsen-Anhalt","99.017","36","4.511","217","10","3.393","155"
"Schleswig-Holstein","63.549","32","2.188","273","9","1.612","56"
"Thüringen","128.388","53","6.018","441","21","4.271","200"
"Gesamt","3.711.569","2.440","4.463","15.496","19","89.687","108"
