"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","285,141 
734 
2,569","9,992 
90","6,633 
59.8"
"Bavaria","391,103 
1,105 
2,980","14,046 
107","9,671 
73.7"
"Berlin","116,742 
160 
3,181","4,029 
110","2,040 
55.6"
"Brandenburg*","63,644 
576 
2,524","4,315 
171","1,939 
76.9"
"Bremen","15,435 
33 
2,266","507 
74","253 
37.1"
"Hamburg","44,718 
265 
2,421","1,660 
90","988 
53.5"
"Hesse","166,219 
346 
2,643","7,023 
112","4,412 
70.2"
"Mecklenburg- 
Western Pomerania","18,462 
113 
1,148","1,713 
107","369 
22.9"
"Lower Saxony","136,202 
437 
1,704","6,756 
85","2,976 
37.2"
"North Rhine-Westphalia","471,079 
997 
2,625","18,679 
104","9,972 
55.6"
"Rhineland-Palatinate","89,446 
469 
2,185","4,087 
100","2,287 
55.9"
"Saarland","24,288 
39 
2,461","1,111 
113","689 
69.8"
"Saxony","174,818 
632 
4,293","6,979 
171","5,730 
140.7"
"Saxony-Anhalt","48,405 
480 
2,205","4,484 
204","1,437 
65.5"
"Schleswig-Holstein","33,861 
139 
1,166","2,733 
94","755 
26.0"
"Thuringia","62,102 
204 
2,911","4,343 
204","1,936 
90.7"
"Total","2,141,665 
6,729 
2,575","92,457 
111","52,087 
62.6"
