"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","120,870 
2,274 
1,089","14,614 
132","2,333 
21.0"
"Bavaria","164,288 
3,559 
1,252","22,444 
171","3,262 
24.9"
"Berlin","50,611 
1,572 
1,379","7,855 
214","394 
10.7"
"Brandenburg","13,517 
257 
536","1,883 
75","253 
10.0"
"Bremen","8,447 
170 
1,240","1,074 
158","102 
15.0"
"Hamburg","20,830 
425 
1,128","1,889 
102","315 
17.1"
"Hesse","68,070 
1,567 
1,083","9,970 
159","935 
14.9"
"Mecklenburg- 
Western Pomerania","4,620 
156 
287","698 
43","44 
2.7"
"Lower Saxony","56,924 
742 
712","7,045 
88","935 
11.7"
"North Rhine-Westphalia","211,380 
4,156 
1,178","29,598 
165","2,766 
15.4"
"Rhineland-Palatinate","34,144 
685 
834","5,724 
140","381 
9.3"
"Saarland","10,524 
224 
1,066","1,339 
136","228 
23.1"
"Saxony","36,891 
808 
906","6,539 
161","567 
13.9"
"Saxony-Anhalt","8,669 
286 
395","1,367 
62","108 
4.9"
"Schleswig-Holstein","11,917 
294 
410","1,435 
49","227 
7.8"
"Thuringia","11,605 
386 
544","2,044 
96","269 
12.6"
"Total","833,307 
17,561 
1,002","115,518 
139","13,119 
15.8"
