"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","58,653 
1198 
528","4,683 
42.2","1,927 
17.4"
"Bavaria","77,904 
1224 
594","5,131 
39.1","2,714 
20.7"
"Berlin","20,764 
676 
566","2,882 
78.5","240 
6.5"
"Brandenburg","5,305 
94 
210","497 
19.7","172 
6.8"
"Bremen","3,477 
100 
510","533 
78.2","62 
9.1"
"Hamburg","9,457 
1 
512","486 
26.3","278 
15.0"
"Hesse","25,033 
882 
398","3,372 
53.6","572 
9.1"
"Mecklenburg-Western 
Pomerania*","1,590 
0 
99","203 
12.6","20 
1.2"
"Lower Saxony","25,287 
563 
316","2,421 
30.3","710 
8.9"
"North Rhine-Westphalia","88,204 
1889 
491","9,402 
52.4","1,943 
10.8"
"Rhineland-Palatinate","13,227 
343 
323","1,292 
31.6","263 
6.4"
"Saarland","4,221 
208 
428","585 
59.3","177 
17.9"
"Saxony","9,738 
403 
239","1,260 
30.9","257 
6.3"
"Saxony-Anhalt","3,134 
77 
143","210 
9.6","71 
3.2"
"Schleswig-Holstein","5,600 
90 
193","387 
13.3","163 
5.6"
"Thuringia","4,793 
82 
225","398 
18.7","198 
9.3"
"Total 
356,387 
7,830 
429 
33,742 
40.6 
9,767 
11.7","","",""
