"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","38,270 
108 
346","522 
4.7","1,859 
16.8"
"Bavaria","52,645 
209 
403","861 
6.6","2,631 
20.1"
"Berlin","9,976 
0 
266","383 
10.2","224 
6.0"
"Brandenburg","3,683 
32 
147","61 
2.4","169 
6.7"
"Bremen","1,828 
6 
268","30 
4.4","56 
8.2"
"Hamburg","5,821 
47 
316","176 
9.6","264 
14.3"
"Hesse","13,187 
179 
210","653 
10.4","526 
8.4"
"Mecklenburg-Western  
Pomerania","959 
5 
60","33 
2.1","20 
1.2"
"Lower Saxony","15,318 
142 
192","424 
5.3","656 
8.2"
"North Rhine-
Westphalia","53,661 
538 
299","2,571 
14.3","1,772 
9.9"
"Rhineland-Palatinate","8,059 
85 
197","343 
8.4","241 
5.9"
"Saarland","2,976 
21 
300","57 
5.8","174 
17.6"
"Saxony","5,705 
20 
140","72 
1.8","225 
5.5"
"Saxony-Anhalt","2,099 
9 
95","47 
2.1","64 
2.9"
"Schleswig-Holstein","3,744 
30 
129","173 
6.0","158 
5.5"
"Thuringia","3,482 
18 
162","66 
3.1","186 
8.7"
"Total 
221,413 
1449 
266 
6,472 
7.8 
9,225 
11.1","","",""
