"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","312.399 
874 
2.814","5.054 
46","7.985 
71,9"
"Bayern","430.386 
950 
3.279","7.243 
55","12.233 
93,2"
"Berlin","127.483 
296 
3.474","1.973 
54","2.766 
75,4"
"Brandenburg","75.337 
292 
2.987","1.592 
63","2.948 
116,9"
"Bremen","17.584 
66 
2.581","490 
72","329 
48,3"
"Hamburg","50.673 
162 
2.743","1.176 
64","1.235 
66,9"
"Hessen","185.434 
681 
2.949","3.789 
60","5.751 
91,5"
"Mecklenburg-
Vorpommern","23.712 
205 
1.475","1.038 
65","714 
44,4"
"Niedersachsen","160.402 
749 
2.007","4.817 
60","4.204 
52,6"
"Nordrhein-
Westfalen","524.022 
1.838 
2.920","10.926 
61","12.800 
71,3"
"Rheinland-Pfalz","100.633 
279 
2.458","2.124 
52","3.031 
74,0"
"Saarland","28.369 
134 
2.875","606 
61","852 
86,3"
"Sachsen","191.563 
514 
4.704","2.696 
66","7.529 
184,9"
"Sachsen-Anhalt","59.049 
232 
2.690","1.787 
81","2.339 
106,6"
"Schleswig-Holstein","41.468 
258 
1.428","1.454 
50","1.245 
42,9"
"Thüringen","74.304 
477 
3.483","2.530 
119","2.779 
130,3"
"Gesamt","2.402.818 
8.007 
2.889","49.295 
59","68.740 
82,7"
