"0","1","2","3","4","5","6","7"
"Letzte 7 Tage 
Fälle kumulativ 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
100.000 
100.000 
100.000 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","373.135","727","3.361","12.957","117","8.761","78,9"
"Bayern","511.193","893","3.895","16.920","129","13.343","101,7"
"Berlin","149.228","194","4.067","4.204","115","3.085","84,1"
"Brandenburg","90.272","111","3.580","3.207","127","3.322","131,7"
"Bremen","21.512","54","3.158","794","117","409","60,0"
"Hamburg","63.205","255","3.422","2.527","137","1.398","75,7"
"Hessen","225.220","543","3.582","8.361","133","6.381","101,5"
"Mecklenburg-
Vorpommern","31.730","148","1.973","1.516","94","877","54,5"
"Niedersachsen","203.209","384","2.542","7.649","96","4.911","61,4"
"Nordrhein-Westfalen","627.782","1.988","3.498","21.711","121","14.344","79,9"
"Rheinland-Pfalz","119.748","394","2.925","4.258","104","3.343","81,7"
"Saarland","32.430","44","3.286","846","86","927","93,9"
"Sachsen","227.351","472","5.583","7.359","181","8.433","207,1"
"Sachsen-Anhalt","75.564","194","3.443","3.421","156","2.733","124,5"
"Schleswig-Holstein","51.199","171","1.763","1.933","67","1.443","49,7"
"Thüringen","97.990","313","4.593","4.620","217","3.393","159,0"
"Gesamt","2.900.768","6.885","3.488","102.283","123","77.103","92,7"
