"0","1","2","3"
"Meldejahr 2021 
Meldejahr 2021 
Änderung im Vergleich 
Meldewoche 09 
Meldewoche 10 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","6.857 
62","8.572 
77","1.715 
+25%"
"Bayern","9.710 
74","11.796 
90","2.086 
+21%"
"Berlin","2.681 
73","2.832 
77","151 
+6%"
"Brandenburg","1.619 
64","2.061 
82","442 
+27%"
"Bremen","430 
63","522 
77","92 
+21%"
"Hamburg","1.516 
82","1.748 
95","232 
+15%"
"Hessen","4.568 
73","5.594 
89","1.026 
+22%"
"Mecklenburg-Vorpommern","1.118 
70","1.064 
66","-54 
-5%"
"Niedersachsen","5.233 
65","6.328 
79","1.095 
+21%"
"Nordrhein-Westfalen","12.082 
67","14.841 
83","2.759 
+23%"
"Rheinland-Pfalz","2.041 
50","2.494 
61","453 
+22%"
"Saarland","584 
59","575 
58","-9 
-2%"
"Sachsen","3.759 
92","4.759 
117","1.000 
+27%"
"Sachsen-Anhalt","1.982 
90","2.422 
110","440 
+22%"
"Schleswig-Holstein","1.311 
45","1.476 
51","165 
+13%"
"Thüringen","2.950 
138","3.605 
169","655 
+22%"
"Gesamt 
58.441 
70 
70.689 
85 
12.248 
+21%","","",""
