"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","45.070 
167 
407","1.341 
12,1","1.867 
16,9"
"Bayern","61.705 
144 
472","2.255 
17,2","2.645 
20,2"
"Berlin","12.254 
38 
327","520 
13,9","226 
6,0"
"Brandenburg","4.005 
2 
159","64 
2,5","169 
6,7"
"Bremen","2.130 
13 
312","63 
9,2","58 
8,5"
"Hamburg","6.814 
44 
370","275 
14,9","268 
14,6"
"Hessen","16.808 
94 
268","682 
10,9","539 
8,6"
"Mecklenburg-
Vorpommern*","1.055 
0 
66","25 
1,6","20 
1,2"
"Niedersachsen","17.844 
61 
224","520 
6,5","667 
8,4"
"Nordrhein-Westfalen","62.079 
259 
346","1.666 
9,3","1.828 
10,2"
"Rheinland-Pfalz","9.717 
68 
238","344 
8,4","246 
6,0"
"Saarland","3.243 
18 
327","43 
4,3","175 
17,7"
"Sachsen","6.365 
14 
156","206 
5,1","226 
5,5"
"Sachsen-Anhalt","2.337 
7 
106","53 
2,4","66 
3,0"
"Schleswig-Holstein","4.222 
4 
146","95 
3,3","161 
5,6"
"Thüringen","3.780 
15 
176","90 
4,2","188 
8,8"
"Gesamt","259.428 
948 
312","8.242 
9,9","9.349 
11,2"
