"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","327.180 
1.519 
2.947","6.997 
63","8.346 
75,2"
"Bayern","452.024 
2.627 
3.444","10.098 
77","12.743 
97,1"
"Berlin","132.828 
489 
3.620","1.921 
52","2.917 
79,5"
"Brandenburg","79.052 
453 
3.135","1.688 
67","3.124 
123,9"
"Bremen","18.688 
110 
2.743","411 
60","375 
55,0"
"Hamburg","53.949 
406 
2.920","1.225 
66","1.314 
71,1"
"Hessen","195.365 
1.084 
3.107","4.579 
73","5.999 
95,4"
"Mecklenburg-
Vorpommern","26.144 
182 
1.626","942 
59","792 
49,2"
"Niedersachsen","172.568 
1.374 
2.159","4.979 
62","4.547 
56,9"
"Nordrhein-
Westfalen","550.996 
3.015 
3.070","12.543 
70","13.564 
75,6"
"Rheinland-Pfalz","105.249 
498 
2.571","1.986 
49","3.186 
77,8"
"Saarland","29.774 
61 
3.017","510 
52","904 
91,6"
"Sachsen","200.207 
1.084 
4.917","3.470 
85","8.071 
198,2"
"Sachsen-Anhalt","63.590 
425 
2.897","1.850 
84","2.540 
115,7"
"Schleswig-Holstein","44.451 
258 
1.531","1.350 
46","1.359 
46,8"
"Thüringen","80.882 
771 
3.791","2.950 
138","3.029 
142,0"
"Gesamt","2.532.947 
14.356 
3.046","57.499 
69","72.810 
87,5"
