"0","1","2","3","4","5","6","7"
"Letzte 7 Tage 
Fälle kumulativ 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
100.000 
100.000 
100.000 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","354.990","2.600","3.198","13.453","121","8.622","77,7"
"Bayern","487.956","3.457","3.718","17.102","130","13.132","100,1"
"Berlin","142.976","973","3.896","4.680","128","3.029","82,5"
"Brandenburg","85.940","592","3.408","3.412","135","3.272","129,7"
"Bremen","20.399","172","2.995","853","125","401","58,9"
"Hamburg","59.240","543","3.207","2.231","121","1.372","74,3"
"Hessen","213.395","1.673","3.394","8.432","134","6.270","99,7"
"Mecklenburg-
Vorpommern","29.508","343","1.835","1.621","101","843","52,4"
"Niedersachsen","191.610","1.818","2.397","8.268","103","4.805","60,1"
"Nordrhein-Westfalen","597.503","3.984","3.329","22.210","124","14.099","78,6"
"Rheinland-Pfalz","113.496","779","2.772","3.985","97","3.302","80,7"
"Saarland","31.285","175","3.170","688","70","924","93,6"
"Sachsen","216.308","1.484","5.312","7.182","176","8.323","204,4"
"Sachsen-Anhalt","70.668","740","3.220","3.212","146","2.681","122,2"
"Schleswig-Holstein","48.558","378","1.672","1.903","66","1.425","49,1"
"Thüringen","91.393","761","4.284","4.647","218","3.280","153,7"
"Gesamt","2.755.225","20.472","3.313","103.879","125","75.780","91,1"
