"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","461.237","3.054","4.155","17.237","155","9.488","85"
"Bayern","609.616","2.982","4.645","16.010","122","14.366","109"
"Berlin","171.737","596","4.680","3.617","99","3.254","89"
"Brandenburg","104.342","388","4.137","2.369","94","3.618","143"
"Bremen","25.935","104","3.807","767","113","461","68"
"Hamburg","73.334","280","3.970","1.443","78","1.515","82"
"Hessen","270.669","1.335","4.304","8.089","129","7.026","112"
"Mecklenburg-
Vorpommern","41.554","230","2.584","1.563","97","1.032","64"
"Niedersachsen","244.980","1.475","3.065","7.139","89","5.386","67"
"Nordrhein-Westfalen","761.517","4.094","4.243","24.820","138","15.863","88"
"Rheinland-Pfalz","144.215","767","3.523","4.212","103","3.608","88"
"Saarland","38.395","183","3.891","1.118","113","964","98"
"Sachsen","270.448","1.552","6.642","7.504","184","9.234","227"
"Sachsen-Anhalt","93.519","551","4.261","2.828","129","3.158","144"
"Schleswig-Holstein","60.108","247","2.070","1.563","54","1.522","52"
"Thüringen","120.382","647","5.643","4.224","198","3.915","184"
"Gesamt","3.491.988","18.485","4.199","104.503","126","84.410","101"
