"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","49,707 
286 
449","1,576 
14.2","1,886 
17.0"
"Bavaria","68,482 
486 
524","2,087 
16.0","2,663 
20.4"
"Berlin","14,788 
288 
395","1,103 
29.4","228 
6.1"
"Brandenburg","4,300 
42 
171","131 
5.2","169 
6.7"
"Bremen","2,471 
36 
362","213 
31.2","59 
8.6"
"Hamburg","7,896 
59 
429","410 
22.3","271 
14.7"
"Hesse","19,089 
144 
305","1,015 
16.2","551 
8.8"
"Mecklenburg-Western 
Pomerania","1,195 
15 
74","54 
3.4","20 
1.2"
"Lower Saxony","20,290 
128 
254","810 
10.1","685 
8.6"
"North Rhine-Westphalia","70,580 
758 
394","3,696 
20.6","1,880 
10.5"
"Rhineland-Palatinate","10,740 
42 
263","422 
10.3","255 
6.2"
"Saarland*","3,315 
18 
335","47 
4.7","177 
17.9"
"Saxony","7,288 
86 
179","327 
8.0","235 
5.8"
"Saxony-Anhalt","2,654 
35 
120","138 
6.2","68 
3.1"
"Schleswig-Holstein","4,821 
49 
166","268 
9.3","162 
5.6"
"Thuringia","4,106 
31 
192","96 
4.5","191 
8.9"
"Total 
291,722 
2,503 
351 
12,393 
14.9 
9,500 
11.4","","",""
