"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-
Württemberg","93.264 
2.530 
840","13.591 
122,4","2.092 
18,8"
"Bayern","123.225 
3.720 
939","19.851 
151,2","2.885 
22,0"
"Berlin","37.357 
1.386 
1.018","6.307 
171,9","287 
7,8"
"Brandenburg","9.560 
498 
379","1.489 
59,0","208 
8,2"
"Bremen","6.599 
234 
969","1.462 
214,6","81 
11,9"
"Hamburg","15.778 
646 
854","2.007 
108,6","298 
16,1"
"Hessen","49.327 
1850 
784","9.685 
154,0","729 
11,6"
"Mecklenburg-
Vorpommern","3.415 
144 
212","779 
48,4","24 
1,5"
"Niedersachsen","42.707 
1.498 
534","7.012 
87,7","802 
10,0"
"Nordrhein-
Westfalen","159.027 
5261 
886","29.586 
164,9","2.297 
12,8"
"Rheinland-Pfalz","24.320 
929 
594","4.715 
115,2","310 
7,6"
"Saarland","7.765 
201 
787","1.355 
137,3","198 
20,1"
"Sachsen","22.957 
1.838 
564","4.885 
120,0","386 
9,5"
"Sachsen-Anhalt","6.170 
273 
281","1.203 
54,8","88 
4,0"
"Schleswig-Holstein","9.316 
220 
321","1.535 
52,9","194 
6,7"
"Thüringen","8.302 
278 
389","1.568 
73,5","217 
10,2"
"Gesamt","619.089 
21.506 
744","107.030 
128,7","11.096 
13,3"
