"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","77,477 
2,313 
698","11,000 
99.1","2,010 
18.1"
"Bavaria","102,074 
3,076 
778","14,972 
114.1","2,797 
21.3"
"Berlin","30,356 
1,131 
827","5,361 
146.1","253 
6.9"
"Brandenburg","7,468 
260 
296","1,091 
43.3","190 
7.5"
"Bremen","5,100 
209 
749","1,092 
160.3","70 
10.3"
"Hamburg","12,947 
390 
701","1,725 
93.4","283 
15.3"
"Hesse","39,093 
1,708 
622","9,165 
145.8","641 
10.2"
"Mecklenburg-Western 
Pomerania","2,616 
132 
163","609 
37.9","23 
1.4"
"Lower Saxony","34,228 
1,248 
428","5,150 
64.4","743 
9.3"
"North Rhine-Westphalia","127,447 
5,396 
710","25,119 
140.0","2,102 
11.7"
"Rhineland-Palatinate","19,108 
688 
467","3,520 
86.0","281 
6.9"
"Saarland","6,142 
336 
622","1,150 
116.5","186 
18.8"
"Saxony","16,493 
1,113 
405","3,662 
89.9","315 
7.7"
"Saxony-Anhalt","4,804 
222 
219","1,089 
49.6","77 
3.5"
"Schleswig-Holstein","7,716 
217 
266","1,340 
46.1","174 
6.0"
"Thuringia","6,625 
242 
311","1,170 
54.8","204 
9.6"
"Total","499,694 
18,681 
601","87,215 
104.9","10,349 
12.4"
