"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","44,118 
257 
399","1,530 
13.8","1,867 
16.9"
"Bavaria","60,121 
317 
460","2,114 
16.2","2,644 
20.2"
"Berlin","11,879 
87 
317","474 
12.6","226 
6.0"
"Brandenburg","3,959 
16 
158","67 
2.7","169 
6.7"
"Bremen","2,085 
12 
305","72 
10.5","58 
8.5"
"Hamburg*","6,527 
0 
355","170 
9.2","267 
14.5"
"Hesse","16,375 
97 
261","660 
10.5","536 
8.6"
"Mecklenburg- 
Western Pomerania","1,038 
4 
64","28 
1.7","20 
1.2"
"Lower Saxony","17,454 
82 
219","482 
6.0","665 
8.3"
"North Rhine-Westphalia","60,878 
183 
339","1,543 
8.6","1,826 
10.2"
"Rhineland-Palatinate","9,483 
49 
232","302 
7.4","245 
6.0"
"Saarland","3,208 
9 
324","50 
5.0","175 
17.7"
"Saxony","6,191 
36 
152","127 
3.1","225 
5.5"
"Saxony-Anhalt","2,290 
3 
104","31 
1.4","66 
3.0"
"Schleswig-Holstein","4,168 
18 
144","105 
3.6","161 
5.6"
"Thuringia","3,700 
6 
173","55 
2.6","188 
8.8"
"Total 
253,474 
1,176 
305 
7,810 
9.4 
9,338 
11.2","","",""
