"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-Württemberg","150.719 
1.401 
1.358","14.875 
134","2.776 
25,0"
"Bayern","209.682 
2.523 
1.598","22.501 
171","3.862 
29,4"
"Berlin","65.145 
925 
1.775","6.609 
180","565 
15,4"
"Brandenburg","19.122 
382 
758","2.283 
91","344 
13,6"
"Bremen","10.094 
185 
1.482","793 
116","123 
18,1"
"Hamburg","24.855 
150 
1.346","1.361 
74","373 
20,2"
"Hessen","88.078 
1.286 
1.401","9.633 
153","1.298 
20,6"
"Mecklenburg-
Vorpommern","5.995 
45 
373","750 
47","64 
4,0"
"Niedersachsen","71.586 
321 
896","6.200 
78","1.159 
14,5"
"Nordrhein-Westfalen","263.715 
3.069 
1.469","25.629 
143","3.515 
19,6"
"Rheinland-Pfalz","44.371 
753 
1.084","4.911 
120","546 
13,3"
"Saarland","12.814 
141 
1.298","1.194 
121","255 
25,8"
"Sachsen","57.037 
1.763 
1.401","10.455 
257","965 
23,7"
"Sachsen-Anhalt","12.528 
189 
571","2.063 
94","176 
8,0"
"Schleswig-Holstein","14.344 
81 
494","1.266 
44","255 
8,8"
"Thüringen","17.388 
390 
815","3.045 
143","360 
16,9"
"Gesamt","1.067.473 
13.604 
1.284","113.568 
137","16.636 
20,0"
