"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","50.240 
135 
454","1.481 
13,4","1.888 
17,1"
"Bayern","69.186 
333 
529","2.043 
15,6","2.672 
20,4"
"Berlin","15.371 
339 
410","1.253 
33,4","231 
6,2"
"Brandenburg","4.369 
43 
174","138 
5,5","169 
6,7"
"Bremen","2.557 
46 
374","238 
34,8","59 
8,6"
"Hamburg","8.064 
80 
438","391 
21,2","271 
14,7"
"Hessen","19.616 
292 
313","1.120 
17,9","552 
8,8"
"Mecklenburg-
Vorpommern","1.220 
17 
76","67 
4,2","20 
1,2"
"Niedersachsen","20.777 
286 
260","958 
12,0","690 
8,6"
"Nordrhein-Westfalen","72.063 
706 
402","3.946 
22,0","1.882 
10,5"
"Rheinland-Pfalz","10.975 
112 
269","483 
11,8","256 
6,3"
"Saarland*","3.380 
42 
341","91 
9,2","177 
17,9"
"Sachsen","7.391 
42 
181","275 
6,7","239 
5,9"
"Sachsen-Anhalt","2.693 
16 
122","129 
5,8","68 
3,1"
"Schleswig-Holstein","4.898 
50 
169","233 
8,0","162 
5,6"
"Thüringen","4.158 
24 
194","108 
5,0","191 
8,9"
"Gesamt","296.958 
2.563 
357","12.954 
15,6","9.527 
11,5"
