"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","38,480 
58 
348","598 
5.4","1,859 
16.8"
"Bavaria","52,888 
41 
404","980 
7.5","2,631 
20.1"
"Berlin","10,238 
42 
273","522 
13.9","224 
6.0"
"Brandenburg","3,697 
2 
147","51 
2.0","169 
6.7"
"Bremen","1,841 
6 
270","38 
5.6","56 
8.2"
"Hamburg","5,878 
28 
319","166 
9.0","264 
14.3"
"Hesse","13,433 
43 
214","699 
11.2","526 
8.4"
"Mecklenburg-Western  
Pomerania","972 
2 
60","31 
1.9","20 
1.2"
"Lower Saxony","15,384 
41 
193","384 
4.8","656 
8.2"
"North Rhine-
Westphalia","54,390 
284 
303","2,612 
14.6","1,777 
9.9"
"Rhineland-Palatinate","8,121 
26 
199","292 
7.1","242 
5.9"
"Saarland","3000 
14 
303","69 
7.0","174 
17.6"
"Saxony","5,730 
11 
141","76 
1.9","225 
5.5"
"Saxony-Anhalt","2,123 
9 
96","58 
2.6","64 
2.9"
"Schleswig-Holstein","3,782 
14 
131","192 
6.6","158 
5.5"
"Thuringia","3,496 
4 
163","69 
3.2","186 
8.7"
"Total 
223,453 
625 
269 
6,837 
8.2 
9,231 
11.1","","",""
