"0","1","2","3","4","5","6","7"
"Letzte 7 Tage 
Fälle kumulativ 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
100.000 
100.000 
100.000 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","371.389","1.116","3.346","13.507","122","8.743","78,8"
"Bayern","508.747","1.961","3.876","17.301","132","13.312","101,4"
"Berlin","148.725","778","4.053","4.592","125","3.081","84,0"
"Brandenburg","89.948","239","3.567","3.443","137","3.317","131,5"
"Bremen","21.374","106","3.138","809","119","406","59,6"
"Hamburg","62.742","461","3.397","2.721","147","1.397","75,6"
"Hessen","224.044","879","3.563","8.760","139","6.370","101,3"
"Mecklenburg-
Vorpommern","31.370","107","1.951","1.338","83","875","54,4"
"Niedersachsen","202.110","1.087","2.528","7.826","98","4.905","61,4"
"Nordrhein-Westfalen","624.339","2.765","3.479","22.435","125","14.305","79,7"
"Rheinland-Pfalz","118.827","557","2.903","4.222","103","3.340","81,6"
"Saarland","32.275","53","3.270","791","80","927","93,9"
"Sachsen","226.142","1.002","5.554","7.529","185","8.430","207,0"
"Sachsen-Anhalt","75.018","453","3.418","3.411","155","2.729","124,3"
"Schleswig-Holstein","50.863","169","1.752","1.961","68","1.441","49,6"
"Thüringen","97.473","463","4.569","5.005","235","3.385","158,7"
"Gesamt","2.885.386","12.196","3.469","105.651","127","76.963","92,5"
