"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","57.455 
967 
518","4.226 
38,1","1.920 
17,3"
"Bayern","76.680 
1.145 
584","4.647 
35,4","2.702 
20,6"
"Berlin","20.088 
551 
547","2.710 
73,9","239 
6,5"
"Brandenburg","5.211 
113 
207","512 
20,3","172 
6,8"
"Bremen","3.377 
103 
496","498 
73,1","62 
9,1"
"Hamburg","9.456 
168 
512","603 
32,6","278 
15,0"
"Hessen","24.151 
670 
384","2.940 
46,8","571 
9,1"
"Mecklenburg-
Vorpommern","1.590 
58 
99","225 
14,0","20 
1,2"
"Niedersachsen","24.724 
715 
309","2.192 
27,4","710 
8,9"
"Nordrhein-Westfalen","86.315 
2.154 
481","8.940 
49,8","1.936 
10,8"
"Rheinland-Pfalz","12.884 
237 
315","1.097 
26,8","262 
6,4"
"Saarland","4.013 
53 
407","442 
44,8","177 
17,9"
"Sachsen","9.335 
213 
229","1.033 
25,4","255 
6,3"
"Sachsen-Anhalt","3.057 
58 
139","179 
8,2","71 
3,2"
"Schleswig-Holstein","5.510 
54 
190","355 
12,2","163 
5,6"
"Thüringen","4.711 
75 
221","376 
17,6","196 
9,2"
"Gesamt","348.557 
7.334 
419","30.975 
37,2","9.734 
11,7"
