"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","500.428","50","4.508","751","7","10.235","92"
"Bayern","647.359","66","4.932","887","7","15.249","116"
"Berlin","180.132","30","4.909","217","6","3.557","97"
"Brandenburg","108.677","2","4.309","64","3","3.800","151"
"Bremen","27.426","0","4.026","43","6","484","71"
"Hamburg","77.314","15","4.185","156","8","1.590","86"
"Hessen","290.756","44","4.624","463","7","7.512","119"
"Mecklenburg-
Vorpommern","44.137","0","2.745","34","2","1.152","72"
"Niedersachsen","260.939","23","3.264","239","3","5.759","72"
"Nordrhein-Westfalen","815.931","107","4.546","1.001","6","17.123","95"
"Rheinland-Pfalz","155.131","19","3.789","222","5","3.889","95"
"Saarland","41.460","7","4.201","72","7","1.019","103"
"Sachsen","285.791","12","7.018","124","3","10.070","247"
"Sachsen-Anhalt","99.228","5","4.521","30","1","3.426","156"
"Schleswig-Holstein","63.876","18","2.200","97","3","1.621","56"
"Thüringen","128.748","6","6.035","68","3","4.333","203"
"Gesamt","3.727.333","404","4.482","4.468","5","90.819","109"
