"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","307,166 
765 
2,767","4,837 
44","7,837 
70.6"
"Bavaria","422,813 
1,021 
3,221","7,157 
55","11,849 
90.3"
"Berlin","125,274 
295 
3,414","1,778 
48","2,644 
72.1"
"Brandenburg","73,673 
292 
2,921","1,806 
72","2,850 
113.0"
"Bremen","17,073 
72 
2,506","424 
62","316 
46.4"
"Hamburg","49,319 
150 
2,670","1,081 
59","1,202 
65.1"
"Hesse","181,523 
596 
2,887","3,438 
55","5,553 
88.3"
"Mecklenburg- 
Western Pomerania","22,625 
230 
1,407","1,030 
64","657 
40.9"
"Lower Saxony","154,900 
715 
1,938","5,027 
63","3,908 
48.9"
"North Rhine-Westphalia","512,879 
1,648 
2,858","10,052 
56","12,342 
68.8"
"Rhineland-Palatinate","98,391 
261 
2,403","1,853 
45","2,928 
71.5"
"Saarland","27,723 
79 
2,809","605 
61","830 
84.1"
"Saxony","188,254 
434 
4,623","2,551 
63","7,246 
177.9"
"Saxony-Anhalt","57,085 
266 
2,601","1,796 
82","2,170 
98.9"
"Schleswig-Holstein","40,041 
251 
1,379","1,621 
56","1,177 
40.5"
"Thuringia","71,660 
481 
3,359","2,380 
112","2,655 
124.5"
"Total","2,350,399 
7,556 
2,826","47,436 
57","66,164 
79.6"
