"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","301,091 
398 
2,712","6,615 
60","7,509 
67.6"
"Bavaria","414,332 
469 
3,157","9,801 
75","11,226 
85.5"
"Berlin","122,890 
284 
3,349","2,274 
62","2,486 
67.7"
"Brandenburg","71,303 
268 
2,827","2,204 
87","2,668 
105.8"
"Bremen","16,569 
26 
2,432","542 
80","293 
43.0"
"Hamburg","47,884 
186 
2,592","1,148 
62","1,148 
62.1"
"Hesse","177,331 
204 
2,820","4,840 
77","5,229 
83.2"
"Mecklenburg- 
Western Pomerania","21,351 
63 
1,328","1,322 
82","579 
36.0"
"Lower Saxony","148,877 
297 
1,862","5,384 
67","3,635 
45.5"
"North Rhine-Westphalia*","500,500 
232 
2,789","12,057 
67","11,595 
64.6"
"Rhineland-Palatinate","96,076 
349 
2,347","2,581 
63","2,764 
67.5"
"Saarland","26,952 
32 
2,731","1,081 
110","787 
79.7"
"Saxony","184,880 
89 
4,540","3,716 
91","6,816 
167.4"
"Saxony-Anhalt","54,897 
115 
2,501","2,328 
106","1,990 
90.7"
"Schleswig-Holstein","38,136 
151 
1,313","1,807 
62","1,038 
35.7"
"Thuringia","68,855 
216 
3,228","2,877 
135","2,393 
112.2"
"Total","2,291,924 
3,379 
2,756","60,577 
73","62,156 
74.7"
