"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","406.195","2.686","3.659","18.922","170","9.051","82"
"Bayern","553.999","3.367","4.221","24.333","185","13.725","105"
"Berlin","158.922","617","4.331","5.407","147","3.150","86"
"Brandenburg","96.618","460","3.831","3.583","142","3.449","137"
"Bremen","23.441","165","3.441","1.164","171","435","64"
"Hamburg","67.944","402","3.678","2.325","126","1.431","77"
"Hessen","243.597","1.536","3.874","10.008","159","6.603","105"
"Mecklenburg-
Vorpommern","36.149","306","2.248","2.361","147","926","58"
"Niedersachsen","220.973","1.547","2.764","9.370","117","5.123","64"
"Nordrhein-Westfalen","679.133","4.438","3.784","29.989","167","14.868","83"
"Rheinland-Pfalz","129.415","581","3.161","5.584","136","3.450","84"
"Saarland","34.793","359","3.526","1.277","129","942","95"
"Sachsen","245.311","1.241","6.024","9.514","234","8.735","215"
"Sachsen-Anhalt","82.959","504","3.780","3.750","171","2.910","133"
"Schleswig-Holstein","55.132","352","1.899","2.125","73","1.475","51"
"Thüringen","107.681","624","5.047","5.272","247","3.641","171"
"Gesamt","3.142.262","19.185","3.778","134.984","162","79.914","96"
