"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 pop. 
of cases 
cases","7-day 
Cases in 
incidence 
the last 
per 100,000 
7 days 
pop.","Number of 
Number 
deaths/ 
of deaths 
100,000 pop."
"Baden-Wuerttemberg","42,614 
247 
385","1,426 
12.9","1,868 
16.9"
"Bavaria","58,077 
296 
444","1,626 
12.4","2,641 
20.2"
"Berlin","11,431 
84 
305","435 
11.6","226 
6.0"
"Brandenburg","3,898 
23 
155","38 
1.5","169 
6.7"
"Bremen","2,037 
22 
298","95 
13.9","58 
8.5"
"Hamburg","6,351 
38 
345","165 
9.0","267 
14.5"
"Hesse","15,776 
84 
252","627 
10.0","534 
8.5"
"Mecklenburg-Western  
Pomerania","1,015 
6 
63","14 
0.9","20 
1.2"
"Lower Saxony","16,992 
104 
213","466 
5.8","665 
8.3"
"North Rhine-Westphalia","59,527 
264 
332","1,567 
8.7","1,819 
10.1"
"Rhineland-Palatinate","9,212 
44 
226","355 
8.7","243 
5.9"
"Saarland","3,168 
11 
320","65 
6.6","174 
17.6"
"Saxony","6,065 
43 
149","159 
3.9","225 
5.5"
"Saxony-Anhalt","2,260 
10 
102","42 
1.9","65 
2.9"
"Schleswig-Holstein","4,091 
27 
141","107 
3.7","161 
5.6"
"Thuringia","3,652 
8 
170","68 
3.2","186 
8.7"
"Total 
246,166 
1,311 
296 
7,255 
8.7 
9,321 
11.2","","",""
