"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","36,731 
166 
332","401 
3.6","1,839 
16.6"
"Bavaria","50,112 
63 
383","442 
3.4","2,619 
20.0"
"Berlin","8,894 
34 
237","148 
3.9","222 
5.9"
"Brandenburg","3,523 
13 
140","50 
2.0","168 
6.7"
"Bremen","1,733 
6 
254","32 
4.7","55 
8.1"
"Hamburg","5,275 
24 
287","40 
2.2","261 
14.2"
"Hesse","11,591 
57 
185","251 
4.0","517 
8.3"
"Mecklenburg-Western  
Pomerania","826 
11 
51","21 
1.3","20 
1.2"
"Lower Saxony","14,185 
52 
178","256 
3.2","647 
8.1"
"North Rhine-
Westphalia","46,956 
341 
262","1,203 
6.7","1,726 
9.6"
"Rhineland-Palatinate","7,397 
23 
181","106 
2.6","238 
5.8"
"Saarland","2,841 
1 
287","14 
1.4","174 
17.6"
"Saxony","5,506 
3 
135","21 
0.5","225 
5.5"
"Saxony-Anhalt","1,975 
2 
89","37 
1.7","63 
2.9"
"Schleswig-Holstein","3,299 
7 
114","61 
2.1","155 
5.4"
"Thuringia","3,339 
12 
156","21 
1.0","182 
8.5"
"204,183 
815* 
246 
3,104 
3.7 
9,111 
11.0 
Total","","",""
